spot,initial_image_file,x,y,image_file
Capbreton_Santosha,2022-03-20_13-15jpg,512,512,Capbreton_Santosha_2022-03-20_13-15_y-512_x-512.jpg
Capbreton_Santosha,2022-03-20_13-15jpg,1024,512,Capbreton_Santosha_2022-03-20_13-15_y-512_x-1024.jpg
Capbreton_Santosha,2022-03-22_09-15jpg,0,0,Capbreton_Santosha_2022-03-22_09-15_y-0_x-0.jpg
Capbreton_Santosha,2022-03-22_09-15jpg,512,0,Capbreton_Santosha_2022-03-22_09-15_y-0_x-512.jpg
Capbreton_Santosha,2022-03-22_09-15jpg,1024,0,Capbreton_Santosha_2022-03-22_09-15_y-0_x-1024.jpg
Capbreton_Santosha,2022-03-22_09-15jpg,0,512,Capbreton_Santosha_2022-03-22_09-15_y-512_x-0.jpg
Capbreton_Santosha,2022-03-22_09-15jpg,512,512,Capbreton_Santosha_2022-03-22_09-15_y-512_x-512.jpg
Capbreton_Santosha,2022-03-22_09-15jpg,1024,512,Capbreton_Santosha_2022-03-22_09-15_y-512_x-1024.jpg
Biarritz,2022-03-31_13-00jpg,0,0,Biarritz_2022-03-31_13-00_y-0_x-0.jpg
Biarritz,2022-03-31_13-00jpg,512,0,Biarritz_2022-03-31_13-00_y-0_x-512.jpg
Biarritz,2022-03-31_13-00jpg,1024,0,Biarritz_2022-03-31_13-00_y-0_x-1024.jpg
Biarritz,2022-03-31_13-00jpg,0,512,Biarritz_2022-03-31_13-00_y-512_x-0.jpg
Biarritz,2022-03-31_13-00jpg,512,512,Biarritz_2022-03-31_13-00_y-512_x-512.jpg
Biarritz,2022-03-31_13-00jpg,1024,512,Biarritz_2022-03-31_13-00_y-512_x-1024.jpg
Lacanau,2022-03-31_13-16jpg,0,0,Lacanau_2022-03-31_13-16_y-0_x-0.jpg
Lacanau,2022-03-31_13-16jpg,512,0,Lacanau_2022-03-31_13-16_y-0_x-512.jpg
Biarritz,2022-03-12_13-22jpg,0,0,Biarritz_2022-03-12_13-22_y-0_x-0.jpg
Biarritz,2022-03-12_13-22jpg,512,0,Biarritz_2022-03-12_13-22_y-0_x-512.jpg
Biarritz,2022-03-12_13-22jpg,1024,0,Biarritz_2022-03-12_13-22_y-0_x-1024.jpg
Biarritz,2022-03-12_13-22jpg,0,512,Biarritz_2022-03-12_13-22_y-512_x-0.jpg
Biarritz,2022-03-12_13-22jpg,512,512,Biarritz_2022-03-12_13-22_y-512_x-512.jpg
Biarritz,2022-03-12_13-22jpg,1024,512,Biarritz_2022-03-12_13-22_y-512_x-1024.jpg
Capbreton_Santosha,2022-03-24_17-00jpg,0,0,Capbreton_Santosha_2022-03-24_17-00_y-0_x-0.jpg
Capbreton_Santosha,2022-03-24_17-00jpg,512,0,Capbreton_Santosha_2022-03-24_17-00_y-0_x-512.jpg
Capbreton_Santosha,2022-03-24_17-00jpg,1024,0,Capbreton_Santosha_2022-03-24_17-00_y-0_x-1024.jpg
Capbreton_Santosha,2022-03-24_17-00jpg,0,512,Capbreton_Santosha_2022-03-24_17-00_y-512_x-0.jpg
Capbreton_Santosha,2022-03-24_17-00jpg,512,512,Capbreton_Santosha_2022-03-24_17-00_y-512_x-512.jpg
Capbreton_Santosha,2022-03-24_17-00jpg,1024,512,Capbreton_Santosha_2022-03-24_17-00_y-512_x-1024.jpg
Lacanau,2022-03-17_15-30jpg,0,0,Lacanau_2022-03-17_15-30_y-0_x-0.jpg
Lacanau,2022-03-17_15-30jpg,512,0,Lacanau_2022-03-17_15-30_y-0_x-512.jpg
Capbreton_Santosha,2022-03-14_14-41jpg,0,0,Capbreton_Santosha_2022-03-14_14-41_y-0_x-0.jpg
Capbreton_Santosha,2022-03-14_14-41jpg,512,0,Capbreton_Santosha_2022-03-14_14-41_y-0_x-512.jpg
Capbreton_Santosha,2022-03-14_14-41jpg,1024,0,Capbreton_Santosha_2022-03-14_14-41_y-0_x-1024.jpg
Capbreton_Santosha,2022-03-14_14-41jpg,0,512,Capbreton_Santosha_2022-03-14_14-41_y-512_x-0.jpg
Capbreton_Santosha,2022-03-14_14-41jpg,512,512,Capbreton_Santosha_2022-03-14_14-41_y-512_x-512.jpg
Capbreton_Santosha,2022-03-14_14-41jpg,1024,512,Capbreton_Santosha_2022-03-14_14-41_y-512_x-1024.jpg
Biarritz,2022-03-28_17-30jpg,0,0,Biarritz_2022-03-28_17-30_y-0_x-0.jpg
Biarritz,2022-03-28_17-30jpg,512,0,Biarritz_2022-03-28_17-30_y-0_x-512.jpg
Biarritz,2022-03-28_17-30jpg,1024,0,Biarritz_2022-03-28_17-30_y-0_x-1024.jpg
Biarritz,2022-03-28_17-30jpg,0,512,Biarritz_2022-03-28_17-30_y-512_x-0.jpg
Biarritz,2022-03-28_17-30jpg,512,512,Biarritz_2022-03-28_17-30_y-512_x-512.jpg
Biarritz,2022-03-28_17-30jpg,1024,512,Biarritz_2022-03-28_17-30_y-512_x-1024.jpg
Biarritz,2022-03-25_12-30jpg,0,0,Biarritz_2022-03-25_12-30_y-0_x-0.jpg
Biarritz,2022-03-25_12-30jpg,512,0,Biarritz_2022-03-25_12-30_y-0_x-512.jpg
Biarritz,2022-03-25_12-30jpg,1024,0,Biarritz_2022-03-25_12-30_y-0_x-1024.jpg
Biarritz,2022-03-25_12-30jpg,0,512,Biarritz_2022-03-25_12-30_y-512_x-0.jpg
Biarritz,2022-03-25_12-30jpg,512,512,Biarritz_2022-03-25_12-30_y-512_x-512.jpg
Biarritz,2022-03-25_12-30jpg,1024,512,Biarritz_2022-03-25_12-30_y-512_x-1024.jpg
Biarritz,2022-03-27_09-30jpg,0,0,Biarritz_2022-03-27_09-30_y-0_x-0.jpg
Biarritz,2022-03-27_09-30jpg,512,0,Biarritz_2022-03-27_09-30_y-0_x-512.jpg
Biarritz,2022-03-27_09-30jpg,1024,0,Biarritz_2022-03-27_09-30_y-0_x-1024.jpg
Biarritz,2022-03-27_09-30jpg,0,512,Biarritz_2022-03-27_09-30_y-512_x-0.jpg
Biarritz,2022-03-27_09-30jpg,512,512,Biarritz_2022-03-27_09-30_y-512_x-512.jpg
Biarritz,2022-03-27_09-30jpg,1024,512,Biarritz_2022-03-27_09-30_y-512_x-1024.jpg
Capbreton_Santosha,2022-03-25_13-15jpg,0,0,Capbreton_Santosha_2022-03-25_13-15_y-0_x-0.jpg
Capbreton_Santosha,2022-03-25_13-15jpg,512,0,Capbreton_Santosha_2022-03-25_13-15_y-0_x-512.jpg
Capbreton_Santosha,2022-03-25_13-15jpg,1024,0,Capbreton_Santosha_2022-03-25_13-15_y-0_x-1024.jpg
Capbreton_Santosha,2022-03-25_13-15jpg,0,512,Capbreton_Santosha_2022-03-25_13-15_y-512_x-0.jpg
Capbreton_Santosha,2022-03-25_13-15jpg,512,512,Capbreton_Santosha_2022-03-25_13-15_y-512_x-512.jpg
Capbreton_Santosha,2022-03-25_13-15jpg,1024,512,Capbreton_Santosha_2022-03-25_13-15_y-512_x-1024.jpg
Lacanau,2022-03-27_17-45jpg,0,0,Lacanau_2022-03-27_17-45_y-0_x-0.jpg
Lacanau,2022-03-27_17-45jpg,512,0,Lacanau_2022-03-27_17-45_y-0_x-512.jpg
Biarritz,2022-03-24_18-30jpg,0,0,Biarritz_2022-03-24_18-30_y-0_x-0.jpg
Biarritz,2022-03-24_18-30jpg,512,0,Biarritz_2022-03-24_18-30_y-0_x-512.jpg
Biarritz,2022-03-24_18-30jpg,1024,0,Biarritz_2022-03-24_18-30_y-0_x-1024.jpg
Biarritz,2022-03-24_18-30jpg,0,512,Biarritz_2022-03-24_18-30_y-512_x-0.jpg
Biarritz,2022-03-24_18-30jpg,512,512,Biarritz_2022-03-24_18-30_y-512_x-512.jpg
Biarritz,2022-03-24_18-30jpg,1024,512,Biarritz_2022-03-24_18-30_y-512_x-1024.jpg
Anglet_GrandePlage,2022-04-02_06-30jpg,0,0,Anglet_GrandePlage_2022-04-02_06-30_y-0_x-0.jpg
Anglet_GrandePlage,2022-04-02_06-30jpg,512,0,Anglet_GrandePlage_2022-04-02_06-30_y-0_x-512.jpg
Anglet_GrandePlage,2022-04-02_06-30jpg,1024,0,Anglet_GrandePlage_2022-04-02_06-30_y-0_x-1024.jpg
Anglet_GrandePlage,2022-04-02_06-30jpg,0,512,Anglet_GrandePlage_2022-04-02_06-30_y-512_x-0.jpg
Anglet_GrandePlage,2022-04-02_06-30jpg,512,512,Anglet_GrandePlage_2022-04-02_06-30_y-512_x-512.jpg
Anglet_GrandePlage,2022-04-02_06-30jpg,1024,512,Anglet_GrandePlage_2022-04-02_06-30_y-512_x-1024.jpg
Lacanau,2022-03-24_13-15jpg,0,0,Lacanau_2022-03-24_13-15_y-0_x-0.jpg
Lacanau,2022-03-24_13-15jpg,512,0,Lacanau_2022-03-24_13-15_y-0_x-512.jpg
Capbreton_Santosha,2022-04-02_05-16jpg,0,0,Capbreton_Santosha_2022-04-02_05-16_y-0_x-0.jpg
Capbreton_Santosha,2022-04-02_05-16jpg,512,0,Capbreton_Santosha_2022-04-02_05-16_y-0_x-512.jpg
Capbreton_Santosha,2022-04-02_05-16jpg,1024,0,Capbreton_Santosha_2022-04-02_05-16_y-0_x-1024.jpg
Capbreton_Santosha,2022-04-02_05-16jpg,0,512,Capbreton_Santosha_2022-04-02_05-16_y-512_x-0.jpg
Capbreton_Santosha,2022-04-02_05-16jpg,512,512,Capbreton_Santosha_2022-04-02_05-16_y-512_x-512.jpg
Capbreton_Santosha,2022-04-02_05-16jpg,1024,512,Capbreton_Santosha_2022-04-02_05-16_y-512_x-1024.jpg
Biarritz,2022-03-21_10-15jpg,0,0,Biarritz_2022-03-21_10-15_y-0_x-0.jpg
Biarritz,2022-03-21_10-15jpg,512,0,Biarritz_2022-03-21_10-15_y-0_x-512.jpg
Biarritz,2022-03-21_10-15jpg,1024,0,Biarritz_2022-03-21_10-15_y-0_x-1024.jpg
Biarritz,2022-03-21_10-15jpg,0,512,Biarritz_2022-03-21_10-15_y-512_x-0.jpg
Biarritz,2022-03-21_10-15jpg,512,512,Biarritz_2022-03-21_10-15_y-512_x-512.jpg
Biarritz,2022-03-21_10-15jpg,1024,512,Biarritz_2022-03-21_10-15_y-512_x-1024.jpg
Capbreton_Santosha,2022-04-01_05-46jpg,0,0,Capbreton_Santosha_2022-04-01_05-46_y-0_x-0.jpg
Capbreton_Santosha,2022-04-01_05-46jpg,512,0,Capbreton_Santosha_2022-04-01_05-46_y-0_x-512.jpg
Capbreton_Santosha,2022-04-01_05-46jpg,1024,0,Capbreton_Santosha_2022-04-01_05-46_y-0_x-1024.jpg
Capbreton_Santosha,2022-04-01_05-46jpg,0,512,Capbreton_Santosha_2022-04-01_05-46_y-512_x-0.jpg
Capbreton_Santosha,2022-04-01_05-46jpg,512,512,Capbreton_Santosha_2022-04-01_05-46_y-512_x-512.jpg
Capbreton_Santosha,2022-04-01_05-46jpg,1024,512,Capbreton_Santosha_2022-04-01_05-46_y-512_x-1024.jpg
Anglet_GrandePlage,2022-03-27_15-45jpg,0,0,Anglet_GrandePlage_2022-03-27_15-45_y-0_x-0.jpg
Anglet_GrandePlage,2022-03-27_15-45jpg,512,0,Anglet_GrandePlage_2022-03-27_15-45_y-0_x-512.jpg
Anglet_GrandePlage,2022-03-27_15-45jpg,1024,0,Anglet_GrandePlage_2022-03-27_15-45_y-0_x-1024.jpg
Anglet_GrandePlage,2022-03-27_15-45jpg,0,512,Anglet_GrandePlage_2022-03-27_15-45_y-512_x-0.jpg
Anglet_GrandePlage,2022-03-27_15-45jpg,512,512,Anglet_GrandePlage_2022-03-27_15-45_y-512_x-512.jpg
Anglet_GrandePlage,2022-03-27_15-45jpg,1024,512,Anglet_GrandePlage_2022-03-27_15-45_y-512_x-1024.jpg
Anglet_GrandePlage,2022-03-27_09-45jpg,0,0,Anglet_GrandePlage_2022-03-27_09-45_y-0_x-0.jpg
Anglet_GrandePlage,2022-03-27_09-45jpg,512,0,Anglet_GrandePlage_2022-03-27_09-45_y-0_x-512.jpg
Anglet_GrandePlage,2022-03-27_09-45jpg,1024,0,Anglet_GrandePlage_2022-03-27_09-45_y-0_x-1024.jpg
Anglet_GrandePlage,2022-03-27_09-45jpg,0,512,Anglet_GrandePlage_2022-03-27_09-45_y-512_x-0.jpg
Anglet_GrandePlage,2022-03-27_09-45jpg,512,512,Anglet_GrandePlage_2022-03-27_09-45_y-512_x-512.jpg
Anglet_GrandePlage,2022-03-27_09-45jpg,1024,512,Anglet_GrandePlage_2022-03-27_09-45_y-512_x-1024.jpg
Lacanau,2022-04-01_09-46jpg,0,0,Lacanau_2022-04-01_09-46_y-0_x-0.jpg
Lacanau,2022-04-01_09-46jpg,512,0,Lacanau_2022-04-01_09-46_y-0_x-512.jpg
Anglet_GrandePlage,2022-03-14_16-41jpg,0,0,Anglet_GrandePlage_2022-03-14_16-41_y-0_x-0.jpg
Anglet_GrandePlage,2022-03-14_16-41jpg,512,0,Anglet_GrandePlage_2022-03-14_16-41_y-0_x-512.jpg
Anglet_GrandePlage,2022-03-14_16-41jpg,1024,0,Anglet_GrandePlage_2022-03-14_16-41_y-0_x-1024.jpg
Anglet_GrandePlage,2022-03-14_16-41jpg,0,512,Anglet_GrandePlage_2022-03-14_16-41_y-512_x-0.jpg
Anglet_GrandePlage,2022-03-14_16-41jpg,512,512,Anglet_GrandePlage_2022-03-14_16-41_y-512_x-512.jpg
Anglet_GrandePlage,2022-03-14_16-41jpg,1024,512,Anglet_GrandePlage_2022-03-14_16-41_y-512_x-1024.jpg
Anglet_GrandePlage,2022-03-30_11-16jpg,0,0,Anglet_GrandePlage_2022-03-30_11-16_y-0_x-0.jpg
Anglet_GrandePlage,2022-03-30_11-16jpg,512,0,Anglet_GrandePlage_2022-03-30_11-16_y-0_x-512.jpg
Anglet_GrandePlage,2022-03-30_11-16jpg,1024,0,Anglet_GrandePlage_2022-03-30_11-16_y-0_x-1024.jpg
Anglet_GrandePlage,2022-03-30_11-16jpg,0,512,Anglet_GrandePlage_2022-03-30_11-16_y-512_x-0.jpg
Anglet_GrandePlage,2022-03-30_11-16jpg,512,512,Anglet_GrandePlage_2022-03-30_11-16_y-512_x-512.jpg
Anglet_GrandePlage,2022-03-30_11-16jpg,1024,512,Anglet_GrandePlage_2022-03-30_11-16_y-512_x-1024.jpg
Capbreton_Santosha,2022-03-23_18-00jpg,0,0,Capbreton_Santosha_2022-03-23_18-00_y-0_x-0.jpg
Capbreton_Santosha,2022-03-23_18-00jpg,512,0,Capbreton_Santosha_2022-03-23_18-00_y-0_x-512.jpg
Capbreton_Santosha,2022-03-23_18-00jpg,1024,0,Capbreton_Santosha_2022-03-23_18-00_y-0_x-1024.jpg
Capbreton_Santosha,2022-03-23_18-00jpg,0,512,Capbreton_Santosha_2022-03-23_18-00_y-512_x-0.jpg
Capbreton_Santosha,2022-03-23_18-00jpg,512,512,Capbreton_Santosha_2022-03-23_18-00_y-512_x-512.jpg
Capbreton_Santosha,2022-03-23_18-00jpg,1024,512,Capbreton_Santosha_2022-03-23_18-00_y-512_x-1024.jpg
Lacanau,2022-03-20_11-30jpg,0,0,Lacanau_2022-03-20_11-30_y-0_x-0.jpg
Lacanau,2022-03-20_11-30jpg,512,0,Lacanau_2022-03-20_11-30_y-0_x-512.jpg
Biarritz,2022-03-26_16-15jpg,0,0,Biarritz_2022-03-26_16-15_y-0_x-0.jpg
Biarritz,2022-03-26_16-15jpg,512,0,Biarritz_2022-03-26_16-15_y-0_x-512.jpg
Biarritz,2022-03-26_16-15jpg,1024,0,Biarritz_2022-03-26_16-15_y-0_x-1024.jpg
Biarritz,2022-03-26_16-15jpg,0,512,Biarritz_2022-03-26_16-15_y-512_x-0.jpg
Biarritz,2022-03-26_16-15jpg,512,512,Biarritz_2022-03-26_16-15_y-512_x-512.jpg
Biarritz,2022-03-26_16-15jpg,1024,512,Biarritz_2022-03-26_16-15_y-512_x-1024.jpg
Lacanau,2022-03-22_10-15jpg,0,0,Lacanau_2022-03-22_10-15_y-0_x-0.jpg
Lacanau,2022-03-22_10-15jpg,512,0,Lacanau_2022-03-22_10-15_y-0_x-512.jpg
Capbreton_Santosha,2022-03-28_14-30jpg,0,0,Capbreton_Santosha_2022-03-28_14-30_y-0_x-0.jpg
Capbreton_Santosha,2022-03-28_14-30jpg,512,0,Capbreton_Santosha_2022-03-28_14-30_y-0_x-512.jpg
Capbreton_Santosha,2022-03-28_14-30jpg,1024,0,Capbreton_Santosha_2022-03-28_14-30_y-0_x-1024.jpg
Capbreton_Santosha,2022-03-28_14-30jpg,0,512,Capbreton_Santosha_2022-03-28_14-30_y-512_x-0.jpg
Capbreton_Santosha,2022-03-28_14-30jpg,512,512,Capbreton_Santosha_2022-03-28_14-30_y-512_x-512.jpg
Capbreton_Santosha,2022-03-28_14-30jpg,1024,512,Capbreton_Santosha_2022-03-28_14-30_y-512_x-1024.jpg
Lacanau,2022-03-19_10-30jpg,0,0,Lacanau_2022-03-19_10-30_y-0_x-0.jpg
Lacanau,2022-03-19_10-30jpg,512,0,Lacanau_2022-03-19_10-30_y-0_x-512.jpg
Lacanau,2022-03-18_13-30jpg,0,0,Lacanau_2022-03-18_13-30_y-0_x-0.jpg
Lacanau,2022-03-18_13-30jpg,512,0,Lacanau_2022-03-18_13-30_y-0_x-512.jpg
Anglet_GrandePlage,2022-03-27_08-45jpg,0,0,Anglet_GrandePlage_2022-03-27_08-45_y-0_x-0.jpg
Anglet_GrandePlage,2022-03-27_08-45jpg,512,0,Anglet_GrandePlage_2022-03-27_08-45_y-0_x-512.jpg
Anglet_GrandePlage,2022-03-27_08-45jpg,1024,0,Anglet_GrandePlage_2022-03-27_08-45_y-0_x-1024.jpg
Anglet_GrandePlage,2022-03-27_08-45jpg,0,512,Anglet_GrandePlage_2022-03-27_08-45_y-512_x-0.jpg
Anglet_GrandePlage,2022-03-27_08-45jpg,512,512,Anglet_GrandePlage_2022-03-27_08-45_y-512_x-512.jpg
Anglet_GrandePlage,2022-03-27_08-45jpg,1024,512,Anglet_GrandePlage_2022-03-27_08-45_y-512_x-1024.jpg
Lacanau,2022-03-17_17-15jpg,0,0,Lacanau_2022-03-17_17-15_y-0_x-0.jpg
Lacanau,2022-03-17_17-15jpg,512,0,Lacanau_2022-03-17_17-15_y-0_x-512.jpg
Lacanau,2022-03-23_16-45jpg,0,0,Lacanau_2022-03-23_16-45_y-0_x-0.jpg
Lacanau,2022-03-23_16-45jpg,512,0,Lacanau_2022-03-23_16-45_y-0_x-512.jpg
Capbreton_Santosha,2022-03-19_17-00jpg,0,0,Capbreton_Santosha_2022-03-19_17-00_y-0_x-0.jpg
Capbreton_Santosha,2022-03-19_17-00jpg,512,0,Capbreton_Santosha_2022-03-19_17-00_y-0_x-512.jpg
Capbreton_Santosha,2022-03-19_17-00jpg,1024,0,Capbreton_Santosha_2022-03-19_17-00_y-0_x-1024.jpg
Capbreton_Santosha,2022-03-19_17-00jpg,0,512,Capbreton_Santosha_2022-03-19_17-00_y-512_x-0.jpg
Capbreton_Santosha,2022-03-19_17-00jpg,512,512,Capbreton_Santosha_2022-03-19_17-00_y-512_x-512.jpg
Capbreton_Santosha,2022-03-19_17-00jpg,1024,512,Capbreton_Santosha_2022-03-19_17-00_y-512_x-1024.jpg
Capbreton_Santosha,2022-03-22_12-00jpg,0,0,Capbreton_Santosha_2022-03-22_12-00_y-0_x-0.jpg
Capbreton_Santosha,2022-03-22_12-00jpg,512,0,Capbreton_Santosha_2022-03-22_12-00_y-0_x-512.jpg
Capbreton_Santosha,2022-03-22_12-00jpg,1024,0,Capbreton_Santosha_2022-03-22_12-00_y-0_x-1024.jpg
Capbreton_Santosha,2022-03-22_12-00jpg,0,512,Capbreton_Santosha_2022-03-22_12-00_y-512_x-0.jpg
Capbreton_Santosha,2022-03-22_12-00jpg,512,512,Capbreton_Santosha_2022-03-22_12-00_y-512_x-512.jpg
Capbreton_Santosha,2022-03-22_12-00jpg,1024,512,Capbreton_Santosha_2022-03-22_12-00_y-512_x-1024.jpg
Biarritz,2022-03-30_11-00jpg,0,0,Biarritz_2022-03-30_11-00_y-0_x-0.jpg
Biarritz,2022-03-30_11-00jpg,512,0,Biarritz_2022-03-30_11-00_y-0_x-512.jpg
Biarritz,2022-03-30_11-00jpg,1024,0,Biarritz_2022-03-30_11-00_y-0_x-1024.jpg
Biarritz,2022-03-30_11-00jpg,0,512,Biarritz_2022-03-30_11-00_y-512_x-0.jpg
Biarritz,2022-03-30_11-00jpg,512,512,Biarritz_2022-03-30_11-00_y-512_x-512.jpg
Biarritz,2022-03-30_11-00jpg,1024,512,Biarritz_2022-03-30_11-00_y-512_x-1024.jpg
Anglet_GrandePlage,2022-03-26_18-30jpg,0,0,Anglet_GrandePlage_2022-03-26_18-30_y-0_x-0.jpg
Anglet_GrandePlage,2022-03-26_18-30jpg,512,0,Anglet_GrandePlage_2022-03-26_18-30_y-0_x-512.jpg
Anglet_GrandePlage,2022-03-26_18-30jpg,1024,0,Anglet_GrandePlage_2022-03-26_18-30_y-0_x-1024.jpg
Anglet_GrandePlage,2022-03-26_18-30jpg,0,512,Anglet_GrandePlage_2022-03-26_18-30_y-512_x-0.jpg
Anglet_GrandePlage,2022-03-26_18-30jpg,512,512,Anglet_GrandePlage_2022-03-26_18-30_y-512_x-512.jpg
Anglet_GrandePlage,2022-03-26_18-30jpg,1024,512,Anglet_GrandePlage_2022-03-26_18-30_y-512_x-1024.jpg
Biarritz,2022-03-27_08-30jpg,0,0,Biarritz_2022-03-27_08-30_y-0_x-0.jpg
Biarritz,2022-03-27_08-30jpg,512,0,Biarritz_2022-03-27_08-30_y-0_x-512.jpg
Biarritz,2022-03-27_08-30jpg,1024,0,Biarritz_2022-03-27_08-30_y-0_x-1024.jpg
Biarritz,2022-03-27_08-30jpg,0,512,Biarritz_2022-03-27_08-30_y-512_x-0.jpg
Biarritz,2022-03-27_08-30jpg,512,512,Biarritz_2022-03-27_08-30_y-512_x-512.jpg
Biarritz,2022-03-27_08-30jpg,1024,512,Biarritz_2022-03-27_08-30_y-512_x-1024.jpg
